MODELO;MARCA
ACTIVEHYBRID X6 4.4;BMW
COOPER S COUNTRY 4X4 1.6 AUT;MINI
XC90 T5 KINETIC AWD 2.0 AUT;VOLVO
GRAND CARNIVAL LX 4X4 2.2 AUT;KIA MOTORS
YETI FL ELEGANCE TSI 1.2;SKODA
NEW X TRAIL 4WD CVT;NISSAN
ALL NEW OUTBACK DYNAMIC 2.5I;SUBARU
GL350 LTD;MERCEDES BENZ
L200 KATANA CRM;MITSUBISHI
NEW H1 GLS CRDI 2.5 AT;HYUNDAI
TIGUAN FL TSI HIGHLI;VOLKSWAGEN
4 RUNNER LIMITED;TOYOTA
EXPLORER 3.5 AT;FORD
CX 9 GT AWD 3.7 AUT;
PATHFINDER 4X4 4.0 A;NISSAN
MOHAVE 4X4 3.0 AUT;KIA
NEW FORESTER XS 4X4;SUBARU
TUCSONCRDI  AT;HYUNDAI
ALL NEW OUTBACK 4X4 3.6R AUT;SUBARU
TIGUAN FL TDI HIGHLINE 2.0 AT;VOLKSWAGEN
EQUINOX 4X4 3.7 AUT;CHEVROLET
MINYI 1.1;HAFEI
VANETTW 1.6 AUT;NISSAN
XL7 GLX 3.6 AUT;SUZUKI
V3 GL ELITE 1.5;BRILLIANCE
TIGUAN FL TREND FUN;VOLKSWAGEN
GRAND VITARA GLX;SUZUKI
V60CC D4 AWD 2.4 AUT;VOLVO
 CROSS ROAD;HONDA
CAYENNE 4.8;PORSCHE
LANDMARK DAB 4X4 2.4;ZX
SPLASH 1.2 AUT;SUZUKI
XC90 T6 KINETIC 2.0;VOLVO
X TRAIL X 4X4 CVT 2.;NISSAN
X TRAIL XL AUT;NISSAN
NEW CRV 4X4 2.4 AUT;HONDA
V60 T5 AWD 2.5 AUT;VOLVO
NEW GRAND CHEROKEE O;JEEP
GRAND CHEROKEE3.5;JEEP
TOUAREG AWD 3.0 AUT;VOLKSWAGEN
NEW CARENS LX;KIA MOTORS
2008 ACTIVE FULL 1.2;PEUGEOT
NEW RX450 H II 4X4 3.5 AUT;LEXUS
Q5 TFSI QUATTRO FL 3;AUDI
;RENAULT
EVOQUE DYNAMIC 4X4 2;LAND ROVER
ORLANDO LT 5.4 AT;CHEVROLET
NEW PILOT ELITE 4X4;HONDA
NEW SCORPIO GLX FULL;MAHINDRA
NEW XUV500 FL LTD 2.2;MAHINDRA
EXPLORER LTD3.5 AT;FORD
TERIOS 1.6;DAIHATSU
OUTBACK AWD 3.6R AT;SUBARU
OCTAVIA SCOUT TDI 4X4 2.0 AUT;SKODA
XC90 R DESIGN 4X4 2.;VOLVO
GRAND NOMADE IV GLX SPORT 1.9;SUZUKI
NEW CARENS EX FULL 2.0 AUT;KIA
WR V EXC;HONDA
FORESTER PREMIUM AWD 2.5I  AUT;SUBARU
JIMNY JX PS 4X4 1.3;
TERIOS WILDS 1.5;DAIHATSU
BEGO 1.5;DAIHATSU
TUCSON GL FULL 2.0 A;HYUNDAI
GRAND TIGGOCVT;CHERY
GRAND NOMADE  AT;SUZUKI
DISCOVERY LUX 3.0;LAND ROVER
NEW TUCSON TL GLS 4X4 2.0 AUT;HYUNDAI
NEW 5 2.0;
SANTA FE 2.3 AUT;HYUNDAI
GRAND NOMADE GLX SPORT 4WD 2.4;SUZUKI
GLA 250 2.0;MERCEDES BENZ
NEW PATHFINDER ADVANCE 3.5 AUT;NISSAN
CX 9 GT 4X4 3.7 AUT;
GRAND NOMADE SPORT TURBO 4X4 1.9;SUZUKI
CRV LX CVT 2.4;HONDA
GRAND CARNIVAL LX 2.9;KIA
Q7 TDI DESIGN;AUDI
GRAND NOMADE GLX S 4X4 2.0 AUT;SUZUKI
DURANGO 3.7 AUT;DODGE
GRAND CHEROKEE 3.6 LTD 3.5 AUT;JEEP
TOUAREG3.0;VOLKSWAGEN
REXTON II XVT 2.7 AUT;SSANGYONG
TUCSON FL GL CRDI 4WD 2.0 AUT;HYUNDAI
MULTIVAN 4X4 2.0;VOLKSWAGEN
B MPV 1.8;
MOKKA ENJOY  AT;OPEL
DISCOVERY SPORT HSE LUX 2.2;LAND ROVER
CAPTIVA LTZ 4X4 2.2 AUT;CHEVROLET
CX 9 R 3.7 AUT;MAZDA
TIGUAN HIGHLINE 4X4;VOLKSWAGEN
X1 SDRIVE 18D 2.0;BMW
CR V EX LTD 4X4 2.4;HONDA
NEW OUTBACK TDI CVT;SUBARU
GS LUX 4X4 2.0 AUT;MG
GRAND SANTA FE AT;HYUNDAI
GRAND VITARA GLX 2.4;
GRAND NOMADE GLX SPORT 4WD 2.0 AT;SUZUKI
JUMNY JX 4X4 1.3;SUZUKI
TIGUAN TSI COMFORTLINE 2.0 AT;VOLKSWAGEN
CR V EX HB 2..4 AT;HONDA
FREELANDER 2.0 AUT;LAND ROVER
V80 CARGO VAN 1.5;FAW
LAND CRUISER PRADO 4X4;TOYOTA
XV AWD CVT 1.6;SUBARU
XTERRA 3.5;NISSAN
ACTYON SPORT 2.0;SSANGYONG
NEW TUCSON 1.7;HYUNDAI
RSQ3 TFSI QUATTRO 2.5 AUT;AUDI
HRV EX L CVT 1.8;HONDA
FORESTERD SPORTD;SUBARU
COMMANDER LIMITED 4.;JEEP
TIGUAN TSI LTD;VOLKSWAGEN
V 220 AVANTGARDE;MERCEDES BENZ
REFINE VAN 2.8;
X3 2.8 AUT;BMW
Q5 TDI3.0;AUDI
LEGACY 2.0I AWDGTA;SUBARU
GLK 220 BLUEEFFICIEN;MERCEDES BENZ
GLC 220 COUPE;MERCEDES BENZ
EVOQUE DYNAMIC AWD 2;LAND ROVER
NEW H1 GLS;HYUNDAI
XC90 II D5 KINETIC 2.0;VOLVO
SUBURBAN LT 4X4 5.3 AUT;CHEVROLET
Q3 TDI DESIGN;AUDI
XC60 2.4;VOLVO
VITO TOURER CDI;MERCEDES BENZ
CX 3 R;MAZDA
NEW H1 GLS FULL 2.5 AUT;HYUNDAI
CARENS 1.7 AT;KIA MOTORS
CAPTIVA III LT SA 4X;CHEVROLET
PRADO2.7;TOYOTA
PAJERO3.2;MITSUBISHI
KOLEOS DINAMIQUE 4X4;
GRAND NOMADE GLX SPORT 4X4 3.2;SUZUKI
LAND CRUISER2.7;TOYOTA
RAV4 FULL 2.4;TOYOTA
PATHFINDER LE FULL 4;NISSAN
EXPLORER E B 4.6 AUT;FORD
MURANO EXCLUSIVECVT;NISSAN
CX 7 GT FULL 4X4 2.3 AT;MAZDA
WR V AT;HONDA
LAND CRUISER PRADO 4X4 3.9 AUT;TOYOTA
H6 SPORT ACTIVE 1.5 AUT;HAVAL
FJ CRUSIER 4X4 4.0 AUT;TOYOTA
H2 DELUXE 4X4 1.5;HAVAL
GRAND NOMADELTD AT;SUZUKI
FX LUXURY CROSSOVER AWD 3.5 AUT;INFINITI
ML250 FULL 2.2 AUT;MERCEDES BENZ
WRANGLER UNLTD RUBICON 4X4 3.6;JEEP
DURANGO CITADEL 4X4 5.7;DODGE
JIMMY JLX 4X4 1.3;
V3 SUV GX SPORT;BRILLIANCE
TUCSON 4X4 2.4;HYUNDAI
JOYEAR XL LUX 1.6;DFM
X6 XDRIVE 35I TURBO 4X4 3.0 AUT;BMW
XC90 D5 KINETIC AWD 2.0 AUT;VOLVO
SPORTAGE GT 4X4 2.0 AUT;KIA MOTORS
X TRAIL 1.1;NISSAN
REIN BE 2.0;
GRAND VITARA 2.4;
REXTON II LIMITED 4X4 2.7 AUT;SSANGYONG
CR V EXL HB 4X4 2.4 AT;HONDA
SIENA LE 4X4 3.5 AUT;TOYOTA
SPORTAGE PRO EX GLS FULL 2.0 AUT;KIA MOTORS
A4 ALLROAD FSI QUATT;AUDI
PATHFINDER4.0;NISSAN
JIMNY JLX SPORT 4X4;
GLC 250 2.0;MERCEDES BENZ
MURANO FULL AUT;NISSAN
KYRON XDI 4X4 2.0 AUT;SSANGYONG
RICH 4X4 2.5;ZNA
TUCSON FL CRDI 4WD 2.0 AUT;HYUNDAI
RIO 5 EX;KIA MOTORS
;GREAT WALL
OUTBACK 2.4 AUT;SUBARU
NEW SANTA FE 2.0 AUT;HYUNDAI
RANGE ROVER 4X4 2.0 AUT;LAND ROVER
WRANGLER UNL RUBICON 3.8 AUT;JEEP
NEW OUTBACK LTD 4X4;SUBARU
REFINE 2.0;JAC
JOURNEY 2.0;CHRYSLER
SPORTAGE LX TURBO 4X;KIA
ASX GLS TURBO 4X4 2.0 AUT;MITSUBISHI
STAVIC CRDI 4X4 2.7 AUT;SSANGYONG
COOPER COUNTRYMAN SALT 1.6 AUT;MINI
E200 CDI;MERCEDES BENZ
NEW TIGUAN TSI;VOLKSWAGEN
RENEGADE SPORT LTD 1.6;JEEP
X5 XDRIVE30D BUSINES;BMW
REXTON AT;SSANGYONG
CHEROKEE LTD 4X4 3.7 AT;JEEP
CX 5 R  AT;MAZDA
V60 T5 AWD 2.0;VOLVO
4008 FELINE;PEUGEOT
V60 CC D4 COMFORT 4X4 2.4 AUT;VOLVO
WRANGLER UNLTD SAHARA 2.8 AT;JEEP
PAJERO 4X4 3.2 AUT;MITSUBISHI
NEW I NX300 F SPORT;LEXUS
HOVER SA;
 SORENTO   ;KIA MOTORS
FORESTER XT TURBO 4X;SUBARU
NX300 H2.5;LEXUS
ESCAPE 4X4 3.7 AUT;FORD
B CLASS 1.7 AUT;MERCEDES BENZ
GRAND CHEROKEE LAREDO3.0;JEEP
GRAND NOMADE 2.4 GLX SPORT;SUZUKI
NEW LEGACY XS AWD CV;SUBARU
C4 GRAND PICASSO;CITROEN
IMPREZA 1.5;SUBARU
FORESTER 2 2.5 AWD LTD AUT;SUBARU
EVOQUE DYNAMIC 2.0 A;LAND ROVER
ESCAPE 4X4 2.0 AT;FORD
TRIBUTE 2.4;MAZDA
PARTNER TEPEE 1.6;PEUGEOT
FREELANDER 2 4X4 3.2 AUT;LAND ROVER
EXPERT ACTIVE HDI FU;PEUGEOT
SANTA FE DM 3.3;HYUNDAI
V90CC D5 MOMENTUM;VOLVO
XC90 T5 KINETIC 2.0 AUT;VOLVO
X3 AWD 3.0 AUT;BMW
TIGUAN SPORT STYLE TSI;VOLKSWAGEN
GRAND TOWN Y COUNTRY LTD 3.8 AUT;CHRYSLER
CX 3 2.0 AUT;MAZDA
GRAND CARNIVAL EX LT;KIA
RAV4 1.5 AUT;TOYOTA
FORESTER 2 2.0 4X4;SUBARU
MPV 2.0 AUT;
FORESTER LTD SPORTCVT 2.5I;SUBARU
LEVANTE S 3.0 AUT;MASERATI
XV 4X4 CVT 2.0I;SUBARU
MONTERO CR 4X4 3.2 A;MITSUBISHI
KYRON CRDI 2.0 AUT;SSANGYONG
X TRAIL CLASSIS 4X4 2.5;NISSAN
;MERCEDES BENZ
NEW KOLEOS DYMANIQUE 2.5 AT;RENAULT
GLA 220 2.1 AUT;MERCEDES BENZ
HIGHLANDER 3.5 AUT;TOYOTA
Q5 TFSI QUATTRO 4X4 3.0 AUT;AUDI
NEW TUCSON TL CRDI 4X4 2.0 AUT;HYUNDAI
RIO 5;KIA
REXTON XDI;SSANGYONG
GRAND NOMADESPORT  AT;SUZUKI
DEMIO 1.5;MAZDA
X3 XDRIVE 20D XLINE AG 2.0 AUT;BMW
A4 ALLROAD TFSI Q 2.;AUDI
;JAC
X6 XDRIVE30D COMFORT;BMW
MONTERO SPORT GL 4X4 3.0;MITSUBISHI
XC60 D5 R DESIGN 4WD 2.4 AUT;VOLVO
X6 35I XDRIVE;BMW
NEW TUCSON GL FULL 4X4 2.0 AUT;HYUNDAI
GS5 DELUXE;GAC
CAPTIVA II LT 4X4 2.2;CHEVROLET
5 2.0 AT;
TIGUAN TSI COMFORTLI;VOLKSWAGEN
FREELANDER 4X4 2.2 AUT;LAND ROVER
G500 LARGO  5.5;MERCEDES BENZ
NEW KYRON CRDI 2.0 AUT;SSANGYONG
FREELANDER 2.5;LAND ROVER
SOUL DAB 4X4 1.6;KIA MOTORS
ESCALADE 6.2;CADILLAC
AL NEW OUTBACK 2.5I AWD XV AUT;SUBARU
F60 COUNTRYMAN ALL4  AT;MINI
XV CRDI LTD AWD CVT 2.0I;SUBARU
X7 MY WAY;LIFAN
ALL NEW 4RUNNER 4.0;TOYOTA
RAV;TOYOTA
PATHFINDER LE 4X4 4.0 AUT;NISSAN
TIGUAN FL HIGH TDI 2;VOLKSWAGEN
FORESTER 4X4 2.5;SUBARU
MARCH 1.3 AUT;NISSAN
SW MULTISPACE 1.9;CITROEN
GRAND TOWN COUNTRY 3;DODGE
V60 CC D4 LTD 4X4 2.4 AUT;VOLVO
NEW RAV4 LTD 4X4 2.5 AT;TOYOTA
X6 DRIVE 30D 3.0 AUT;BMW
MONTERO SPORT LTD 4WDAT;MITSUBISHI
TIGUAN SPORT TSI AT;VOLKSWAGEN
GRAND CARNIVAL FULL 2.9 AT;KIA MOTORS
OUTBACK LTD 4X4 2.0I AUT;SUBARU
CAPTUR SOHC;RENAULT
OUTLANDER SPORT 2.0 AUT;MITSUBISHI
GRAND CHEROKEE LTD 5;JEEP
SX4 S-CROSS4X4;SUZUKI
M20 1.5;KENBO
X5 4X4 3.0 AUT;BMW
MONTERO SPORT LTD 4X4 3.0 AUT;MITSUBISHI
RENEGADE SPORT 1.8 AUT;JEEP
GRAND NOMADE IV GLX 4WD 3.2;SUZUKI
HAVAL H3 SOHC;GREAT WALL
SANTA FE 2.0;HYUNDAI
3 2.5;MAZDA
LAFESTA;NISSAN
FORESTER DYNAMIC AWD CVT 2.0;SUBARU
XV ACTIVE AWD 2.0I;SUBARU
ML350 BLUE TEC FULL;MERCEDES BENZ
Q5 TDI 4WD 3.0 AUT;AUDI
Q5 TDI 3.0 AT;AUDI
H3 5.0 AUT;HUMMER
RUNNER 4X4 4.0 AUT;TOYOTA
ELANTRA GLS 1.6;HYUNDAI
LANDCRUISER 4.5 AUT;TOYOTA
TUCSON TL CRDI GLS LTD 4WD 2.0;HYUNDAI
BESTURN X80 DLX 2.0;FAW
 ;NISSAN
GLE 400 4X4 3.0 AUT;MERCEDES BENZ
OCTAVIA COMBI TSI 1.4 AUT;SKODA
ESCAPE SUV AT;FORD
ALL NEW FORESTER LTD SPORT 2.5 AUT;SUBARU
CARENS 1.7;KIA MOTORS
GOLF VARIANT TDI  AT;VOLKSWAGEN
MONTERO SPORT HP GLS 4X4 2.5;MITSUBISHI
CAPTIVA III LT SA LF;CHEVROLET
REXTON 4X4 AT;SSANGYONG
GRAND C4 PICASSO BLUEHDI 1.6 AUT;CITROEN
KOLEOS 4X4 2.5 AUT;
TEPEE OUTDOOR HDI;PEUGEOT
COROLLA 1.8;TOYOTA
STAVIC AWD 2.2 AUT;SSANGYONG
EDGE SEL 4X4 AUT;FORD
OUTBACKI;SUBARU
ALL NEW OUTBACK FULL AWD 2.5I AUT;SUBARU
SUBURBAN 4X4 5.3 AT;CHEVROLET
NEW JOURNEY SE;DODGE
TOUAREG 3.2;VOLKSWAGEN
INSIGNIA 2.8 AT;OPEL
ALL NEW LEGACY 2.0I AWD XS CVT;SUBARU
XC90 R DESING TURBO;VOLVO
PATROL3.0;NISSAN
RX HV 4X4 3.5 AUT;LEXUS
NEW QASHQAI 4X4 CVT 2.0;NISSAN
MURANO AUT;NISSAN
3008 THP;PEUGEOT
CX 9 3.7 AT;
GRAND NOMADE GLX LTD 2.4 AUT;SUZUKI
FORESTER SIDRIVE AWD 2.5I AUT;SUBARU
STAREX 2.5 AUT;HYUNDAI
TIGUAN TREND 4X4 2.0;VOLKSWAGEN
CHEROKEE 3.2;JEEP
CAPTIVA II FULL 4X4 2.4 AUT;CHEVROLET
FORESTER SIDRIVE2.5I;SUBARU
NEW IMPREZA SPORT XSCVT I;SUBARU
ODYSSEY 2.5 AUT;HONDA
GRAND VITARA4X4  AT;SUZUKI
GLA 220 CDI 4X4 2.1 AUT;MERCEDES BENZ
NEMO FG HDI 1.4;CITROEN
CARNIVAL LX 2.7;KIA
XC70 D5 LTD 4WD 2.4 AUT;VOLVO
MKX 3.7 AUT;LINCOLN
GLE 350 D COUPE 3.0;MERCEDES BENZ
VIANO AMBIENTE;MERCEDES BENZ
EXPERT TEPEE TURBO 1.6;PEUGEOT
G10 2.5;MAXUS
3008 ACTIVE TURBO 1.;PEUGEOT
SEQUOIA DCAB LIMITED;TOYOTA
PILOT 4X4 3.5;HONDA
H6 SPORT DELUXE 1.5 AUT;HAVAL
CX 5 R 4WD AUT;MAZDA
JIMNY JLX 1.3;SUBARU
RANGER ROVER SPORT 4;LAND ROVER
EX7 GT 2.4 AUT;GEELY
Q5 FSI QUATTRO FL 3.;AUDI
JUKE FLOO3 TURBO 1.6;NISSAN
MURANO AWD 2.5 AUT;NISSAN
SCORPIO FULL 2.2;MAHINDRA
GRAND VITARA GLX S 4X4 2.4 AUT;SUZUKI
BENTAYGA 6.0;BENTLEY
500X CROSS DYNAMIC 4X4 1.4 AUT;FIAT
V 220  AVANTGARDE;MERCEDES BENZ
QX603.5;INFINITI
NEW FORESTER 2.5 AWD AUT;SUBARU
CX 5AWD;MAZDA
KICK SENSE;NISSAN
DEFENDER 110 PUMA 4W;LAND ROVER
RANGE SPORT DYNAMIC;LAND ROVER
XTRAIL SENSE 2.5 AT;NISSAN
CR V EXL AT;HONDA
COMPASS 2.4 AUT;DODGE
X TRAIL I 4X4 2.5 AU;NISSAN
GRAND NOMADE GLX S 4X4 2.4 AT;SUZUKI
GRAND CHEROKEE LAREDO 3.1;JEEP
CAPTIVA 4X4 2.0 AUT;CHEVROLET
CX 3 2.0;MAZDA
Q7 TDI DESIGN 4WD 3.0 AUT;AUDI
MOHAVE EX FULL 4X4 3;KIA
GRAND NOMADE 3.2 AT;
CRV EXT  AT;HONDA
DISCOVERY 4 4WD 5.0;LAND ROVER
MACAN3.0;PORSCHE
NEW PATRIOT 4X4 2.4;JEEP
RANGE ROVER SPORT5.0;LAND ROVER
X60 EX 4X4 1.8 AUT;LIFAN
500X CROSS 1.4;FIAT
OUTBACK CVT 2.0D;SUBARU
WRANGLER UNLTD RUBICON3.6 AT;JEEP
GRAND SANTA FE3.3;HYUNDAI
TIGUAN ELEGANCE TSI 4X4 2.0;VOLKSWAGEN
X54.4;BMW
SAUVANA;FOTON
NEW LAND CRUISER PRADO LTD 4.0 AUT;TOYOTA
XC60 PLUS 4X4 2.9 AU;VOLVO
Q5 TFSI FL 4X4 2.0;AUDI
GRAND TOWN Y COUNTRY LX SE 3.8 AT;CHRYSLER
LAND CRUISER PRADO LTD 4.0 AT;TOYOTA
OUTBACK PREMIUM AWD CVT 2.0;SUBARU
SANTA FE FL GLS CRDI 2.4;HYUNDAI
PASSAT VARIANT TSI 1.8 AUT;VOLKSWAGEN
TRIBECA LTD AWD 3.6 AUT;SUBARU
ODYSSEY LX 3.5 AUT;HONDA
TUCSON TL CRDILTD 4WD  AT;HYUNDAI
GRAND CARNIVAL LIMITED 4X4 2.9 AT;KIA MOTORS
FORESTER LTD SPORT2.5;SUBARU
GS 4WD 1.5 AUT;MG
COMPASS 3.6 AUT;JEEP
COLT PLUS 1.5 AUT;MITSUBISHI
MONTERO SPORT G2 TUR;MITSUBISHI
WRANGLER SAHARA 4X4 3.6;JEEP
VERACRUZ CRDI FULL 4X4 3.0 AUT;HYUNDAI
ML350 BLUETEC AUT;MERCEDES BENZ
LANCER 2.0 AUT;MITSUBISHI
4008 FELINE AT;PEUGEOT
TOWN Y COUNTRY 3.5 AUT;CHRYSLER
SAVANA 5.5 AUT;GMC
 ;BYD
ALL NEW OUTBACK XS 4X4 CVT 2.5I;SUBARU
SEQUOIA 2.5 AUT;TOYOTA
JOURNEY 4X4 3.6 AUT;DODGE
XC60 II D5;VOLVO
GLE 350 COUPE SPORT 3.0 AUT;MERCEDES BENZ
VITO TOURER 114 CDI;MERCEDES BENZ
ALL NEW OUTBACK LTD AWD 2.0 AUT;SUBARU
FREELANDER 2 4X4 2.0;LAND ROVER
X3 LUX;DFM
JUKE 4WD CVT 1.6;NISSAN
X3 XDRIVE30D;BMW
GRAND CHEROKEE LTD AWD 3.6 AUT;JEEP
ALL NEW OUTBACK XSCVT 2.5;SUBARU
NEW REXTON 4X4 2.0 A;SSANGYONG
NEW ALL FORESTER XS;SUBARU
NEW CHEROKEE LATITUDE 3.2 AUT;JEEP
H30 CROSS FULL 1.6;DONGFENG
NX200T SPORT;LEXUS
ODYSSEY 3.5;HONDA
TERIOS LEI 1.5 AT;DAIHATSU
KOLEOS EXPRESSION 2.0 AT;RENAULT
RX 450 HYBRID FULL;LEXUS
OUTBACK LTD2.5I;SUBARU
TIGUAN SPORT 4X4 2.0 AUT;VOLKSWAGEN
VITO TOURER 114 CDI AT;MERCEDES BENZ
H6 DOHC;GREAT WALL
CALIBER 1.8;DODGE
NEW FORESTER 2.0X AWD;SUBARU
CX 7 LR 2.5 AT;MAZDA
GRAND CARNIVAL EX LTD 3.3 AT;KIA MOTORS
HAVAL H5 LE 4X4 2.4;GREAT WALL
HR V EX  AT;HONDA
QASHQAI 4X4 1.6;NISSAN
;HONDA
KYRON XDI 2.0 AUT;SSANGYONG
TUCSON TL CRDI GLS LTD 4WD 2.0 AT;HYUNDAI
MURANO CVT FULL 4X4;NISSAN
APV2 MINIVAN GL 1.6;
QUANTO CRDE FULL 4X4 2.2;MAHINDRA
ODYSSEY EXL 3.5 AUT;HONDA
GRAND CHEROKEE OVERLAND 4X4 3.0 AUT;JEEP
X1 XDRIVE28I M 2.0 A;BMW
EXPEDITION LIMITED;FORD
RX450 H SPORT3.5;LEXUS
TUCSON TL 2.0 AT;HYUNDAI
TRAVERSE 4WD 3.2 AUT;CHEVROLET
NEW TUCSON TL4X4;HYUNDAI
NEW X TRAIL FULL 2.5;NISSAN
TIGGO 7 TURBO;CHERY
REFINE 2.4;
TUCSON 4X4 2.0 AT;HYUNDAI
REIN SE 4X4 2.4;
V3 SUV GX ELITE 1.5 AT;BRILLIANCE
FORESTER LTD SPORT 4X4 2.5I AUT;SUBARU
EDGE SELAT 4X4 3.5 AUT;FORD
NEW MONTERO CR 4X4 3.2 AUT;MITSUBISHI
CAYENNE 4X4 3.6 TIPTRONIC AUT;PORSCHE
DISCOVERY 43.0;LAND ROVER
COMPASS AUT;JEEP
REXTON II CRDI 2.7 AT;SSANGYONG
ALL NEW OUTBACK LTD 4X4 3.6R AUT;SUBARU
Q9;AUDI
SORENTO  ;KIA MOTORS
XUV500 FULL TURBO 2.;MAHINDRA
ESC ALADE 6.2 AUT;CADILLAC
GL350 3.0 AUT;MERCEDES BENZ
REIN LE 4X4 2.4;
TUCSON 4WD 2.0 AT;HYUNDAI
XC60 T5 LTD AWD 2.0 AUT;VOLVO
FORESTER 2.0 4X4 XS AUT;SUBARU
LAND CRUISER 3.0 AUT;TOYOTA
FORESTER SPORT AWD 2.5I AUT;SUBARU
VIANO CDI 2.1;MERCEDES BENZ
TERIOS AT;DAIHATSU
NEW PATHFINDER LE 2.5 AUT;NISSAN
OUTBACK DYNAMIC 4X4 2.0I;SUBARU
3 2.4 AUT;MAZDA
CAPTIVA LS AWD 2.4;CHEVROLET
EXPERT ACTIVE HDI  F;PEUGEOT
HI ACE 3.0 AUT;TOYOTA
TIGUAN TSI MT;VOLKSWAGEN
CX 9 R 4X4 AT;MAZDA
XC60 D5 LTD 4WD 2.4 AUT;VOLVO
TOUREG TDI 4X4 3.0 AUT;VOLKSWAGEN
PATHFINDER 4WD 2.5 AUT;NISSAN
FJ CRUISER LTD 4.0 AT;TOYOTA
N OUTLANDER K2 3.0 AUT;MITSUBISHI
2008 ACTIVE 1.4;PEUGEOT
TUCSON IX 4WD;HYUNDAI
XC70 D5 COMFORT AWD;VOLVO
C3;CITROEN
XC60 T5 AWD 2.9;VOLVO
S3 LUXURY;JAC
TERRANO 2.4;NISSAN
CHEROKEE SPORT 4X4 2.4 AUT;JEEP
GLE 250 D 2.1;MERCEDES BENZ
GRAND CHEROKEE LIMITED 3.7;JEEP
CARNIVAL LX AWD 2.7;KIA MOTORS
X5 DRIVE30D;BMW
SUBURBAN LT III AWD;CHEVROLET
KYRON TURBO 2.0;SSANGYONG
FORESTER TURBO 4X4 2;SUBARU
Q7 4.2 AUT;AUDI
V3 ELITE 1.5 AUT;BRILLIANCE
X TRAIL 4X4 1.0 AUT;NISSAN
NEW OUTLANDER GLS 4X4 2.4;MITSUBISHI
TRAVERSE SU;CHERY
MPV 4X4 2.2 AUT;MAZDA
PATRIOT SPORT 4X4 2.4;JEEP
H30 ELEGANT 1.6;DFM
MOKKA;OPEL
WRANGLER UNLTD RUBICOM;JEEP
TIGUAN SPORT STYLE TDI 4X4 1.4 AUT;VOLKSWAGEN
4008 4X4 2.0 AT;PEUGEOT
SPARK GT 1.0;CHEVROLET
XC70 D5 PLUS AUT;VOLVO
G63;MERCEDES BENZ
ALL NEW OUTBACK 2.5I AWD XA CVT;SUBARU
PREVIA 2.4 AUT;TOYOTA
VITARA LTD 4WD;SUZUKI
SORENTO2.5;KIA
X5 XDRIVE35I PREMIUM;BMW
NEW TUCSON TL CRDI GL ADVANCE 2.0;HYUNDAI
C4 1.6;CITROEN
EXORA CVT;PROTON
SOUL 2..0 AUT;KIA
ML33.0;MERCEDES BENZ
MOHAVE3.0;KIA
RODIUS 4X4 2.7 AUT;SSANGYONG
N351;JMC
CAPTIVA IV LT FULL 4X4 2.4 AUT;CHEVROLET
GRAND TOWN Y COUNTRY LTD 3.8;CHRYSLER
FORESTER 2 XS AWD CV;SUBARU
GRAND CARNIVAL3.3;KIA MOTORS
NEW SCORPIO4X4;MAHINDRA
TERIOS 4X4 1.3;DAIHATSU
FORESTER AWD CVT 2.5;SUBARU
LAND CRUISER PRADO LTD 4X4 4.0;TOYOTA
EXPLORER4.0;FORD
X TRAIL SENSE 4WD CVT;NISSAN
EXPEDITION3.5;FORD
SPARK LITE0.8;TOYOTA
XLV  AT;SSANGYONG
VAN SUCCE FULL 1.6;ZNA
FORESTER XT 2.0 AUT;SUBARU
TIGUAN TURBO 2.0;VOLKSWAGEN
COOPER COUNTRYMAN 2.;MINI
CX 7 GT TURBO 4WD 2.3 AUT;MAZDA
FORESTER DYNAMIC 2.5 AUT;SUBARU
ML3503.0;MERCEDES BENZ
LEVANTE3.0 AT;MASERATI
SIENTA;TOYOTA
NEW XV LTD 4WD CVT 2;SUBARU
SCORPIO GLX TURBO 2.6;MAHINDRA
CR V LX 4X4 2.4 AUT;HONDA
H3 4X4 3.5 AUT;HUMMER
VITO 111 TOURER;MERCEDES BENZ
FRONTERA 4X4 6.2;OPEL
VENZA 2.7;TOYOTA
ECOSPORT XLT 4X4 1.6;FORD
XC60 TURBO 4X4 2.4 AUT;VOLVO
G SANTA FE CRDI4WD  AT;HYUNDAI
XDRIVE30D 4X4 3.0 AU;BMW
F60 COUNTRYMAN COOPER PEPPER  AT;MINI
RS4 AVANT FSI Q FL 4;AUDI
WRANGLER UNL RUBICON 4X4 3.8 AT;JEEP
MONTERO SPORT HP GLS 4X4 2.5 AT;MITSUBISHI
CAPTIVA IV LS 2.4 AT;CHEVROLET
NEW COMPASS LTD;JEEP
SEQUOIA 4X4 4.0 AUT;TOYOTA
FORTUNER2.7;TOYOTA
GLE 63 AMG 5.5;MERCEDES BENZ
EXPEDITION LTD 3.5 AUT;FORD
H7 ELITE;HAVAL
4008 FELINE 4X4 2.0 AUT;PEUGEOT
;BMW
GRAND SANTA FE CRDE GLS 4WD 2.2 AT;HYUNDAI
TRAX 1.6 AUT;CHEVROLET
TIGUAN SPORT 4X4 2.0 AT;VOLKSWAGEN
FORESTER 2 LIMITED AWD 2.0 AT;SUBARU
NEW CARENS EX 2.0;KIA MOTORS
FORESTER XSCVT 2.5I;SUBARU
WRANGLER SPORT 2.8 AUT;JEEP
H30 CROSS 1.6 AT;DFM
H1 GLS 2.5 AT;HYUNDAI
